SEMANA_DEL_AÑO,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,14
"(2020, 41)",0.0,8.0,14.0,16.0,31.0,57.0,135.0,230.0,220.0,217.0,73.0,6.0,0.0,0.0,0
"(2020, 42)",5.0,9.0,18.0,17.0,33.0,120.0,109.0,184.0,176.0,133.0,42.0,7.0,1.0,0.0,0
"(2020, 43)",2.0,5.0,13.0,20.0,24.0,60.0,84.0,204.0,165.0,160.0,69.0,3.0,0.0,0.0,0
"(2020, 44)",1.0,12.0,5.0,5.0,16.0,50.0,77.0,159.0,168.0,143.0,30.0,6.0,1.0,0.0,0
"(2020, 45)",5.0,8.0,16.0,14.0,34.0,60.0,94.0,146.0,182.0,147.0,11.0,6.0,0.0,0.0,0
"(2020, 46)",9.0,11.0,15.0,17.0,30.0,43.0,92.0,194.0,141.0,96.0,59.0,7.0,0.0,0.0,0
"(2020, 47)",3.0,6.0,21.0,21.0,17.0,53.0,31.0,111.0,184.0,133.0,34.0,9.0,0.0,0.0,0
"(2020, 48)",0.0,10.0,2.0,8.0,16.0,30.0,48.0,131.0,163.0,60.0,31.0,7.0,0.0,0.0,0
"(2020, 49)",8.0,12.0,4.0,5.0,30.0,30.0,56.0,173.0,154.0,164.0,24.0,14.0,0.0,0.0,0
"(2020, 50)",3.0,11.0,13.0,2.0,18.0,61.0,64.0,222.0,184.0,165.0,82.0,3.0,0.0,0.0,0
"(2020, 51)",0.0,14.0,25.0,8.0,12.0,70.0,106.0,242.0,286.0,180.0,49.0,4.0,0.0,0.0,0
"(2020, 52)",18.0,17.0,11.0,26.0,24.0,92.0,137.0,246.0,256.0,182.0,86.0,7.0,0.0,0.0,0
"(2020, 53)",1.0,11.0,8.0,16.0,52.0,96.0,203.0,291.0,378.0,212.0,92.0,6.0,0.0,0.0,0
"(2021, 1)",7.0,6.0,12.0,26.0,54.0,119.0,248.0,446.0,488.0,282.0,127.0,9.0,0.0,0.0,0
"(2021, 2)",18.0,14.0,11.0,35.0,59.0,151.0,323.0,641.0,634.0,443.0,125.0,13.0,0.0,0.0,0
"(2021, 3)",13.0,23.0,10.0,20.0,112.0,227.0,584.0,903.0,863.0,601.0,170.0,10.0,0.0,0.0,0
"(2021, 4)",3.0,6.0,31.0,31.0,148.0,341.0,782.0,1138.0,1045.0,796.0,219.0,8.0,0.0,0.0,0
"(2021, 5)",7.0,6.0,19.0,34.0,143.0,421.0,849.0,1183.0,1175.0,804.0,210.0,8.0,0.0,0.0,0
"(2021, 6)",5.0,6.0,13.0,55.0,190.0,476.0,942.0,1407.0,1314.0,832.0,267.0,20.0,0.0,0.0,0
"(2021, 7)",9.0,3.0,25.0,63.0,206.0,462.0,962.0,1349.0,1260.0,928.0,265.0,19.0,0.0,0.0,0
"(2021, 8)",0.0,7.0,16.0,70.0,201.0,475.0,916.0,1365.0,1211.0,745.0,222.0,14.0,1.0,0.0,0
"(2021, 9)",4.0,10.0,22.0,62.0,190.0,503.0,849.0,1252.0,1247.0,910.0,268.0,15.0,0.0,0.0,0
"(2021, 10)",17.0,15.0,11.0,59.0,202.0,487.0,852.0,1295.0,1150.0,911.0,217.0,8.0,0.0,0.0,0
"(2021, 11)",12.0,9.0,29.0,41.0,220.0,486.0,896.0,1261.0,1180.0,870.0,236.0,16.0,1.0,0.0,0
"(2021, 12)",7.0,12.0,13.0,47.0,206.0,553.0,948.0,1336.0,1195.0,856.0,227.0,13.0,0.0,0.0,0
"(2021, 13)",9.0,5.0,16.0,104.0,213.0,563.0,984.0,1344.0,1251.0,895.0,251.0,12.0,0.0,0.0,0
"(2021, 14)",6.0,11.0,15.0,48.0,250.0,618.0,1097.0,1509.0,1372.0,968.0,213.0,20.0,1.0,0.0,0
"(2021, 15)",7.0,9.0,18.0,92.0,275.0,612.0,1062.0,1512.0,1388.0,885.0,231.0,10.0,0.0,0.0,0
"(2021, 16)",10.0,2.0,9.0,61.0,226.0,576.0,1089.0,1442.0,1446.0,822.0,229.0,13.0,0.0,0.0,0
"(2021, 17)",2.0,3.0,22.0,45.0,218.0,470.0,950.0,1346.0,1302.0,831.0,194.0,12.0,0.0,0.0,0
"(2021, 18)",8.0,7.0,13.0,37.0,153.0,477.0,818.0,1275.0,1156.0,724.0,182.0,12.0,0.0,0.0,0
"(2021, 19)",3.0,3.0,7.0,32.0,155.0,407.0,722.0,1027.0,1080.0,611.0,173.0,12.0,0.0,0.0,0
"(2021, 20)",0.0,3.0,11.0,10.0,96.0,260.0,487.0,654.0,666.0,345.0,95.0,1.0,1.0,0.0,0
